comment_id,content,like_count,topic,topic_name,sentiment_score,sentiment_label,platform
279085503345,上班族，偶尔下班追剧看重画质和音效，打打单机小游戏不卡顿。预算三千左右。有好的推荐吗,7,0,产品功能体验,0.9536141753196716,正面,bilibili
280490217649,华为手机好贵啊，买不起[笑哭],7,2,品牌竞争对比,0.5331425070762634,中性,bilibili
280230404592,为了车子，没办法，性价比真没有,7,0,产品功能体验,0.3502076268196106,负面,bilibili
279629346209,这个价格靠谱吗，这款和m70p优享版哪个好啊？？还在纠结,6,3,技术问题讨论,0.3708104491233825,负面,bilibili
282705530688,现在的华为有点高价低配，想买高配的要花多出几千的价格,3,3,技术问题讨论,0.8433127999305725,正面,bilibili
279040725921,华为怎么会有骁龙？,3,3,技术问题讨论,0.2866763472557068,负面,bilibili
281009154337,看了一下实力不配支持华为，还是小米吧,2,1,品牌情感支持,0.3399696052074432,负面,bilibili
280639939200,京东搜口令＂我要红包940＂，中了四百多，买买买都能抵，这个运气太好了，快来试试😉,2,1,品牌情感支持,0.926028311252594,正面,bilibili
280626371216,现在市面上有eSIM手机了吗,2,1,品牌情感支持,0.5325844883918762,中性,bilibili
284862861568,你不是极客湾出来的人吗，为什么你不出个华为性能测评视频[tv_发怒],40,1,品牌情感支持,0.163868248462677,负面,bilibili
282930974241,真的挺难蚌，第一个章上挂是苏联英雄金星奖章的上挂，1:00第二、三个是国章版俄式五边挂+参考苏联卫国战争勋章设计，1:53第四个建议搜索战功十字，2:27第五个英式挂+马剑银币的图案，3:18最后一个图案不想说了，那个上挂是苏联英雄母亲金星奖章的形状+母亲勋章配色。整个就是大杂烩[doge],29,0,产品功能体验,0.1528465896844864,负面,bilibili
282919828625,有的弹幕好像当笑话看，我不觉得这有什么好笑的。如果一个公司业务平平还拖欠工资，然后给员工发这种虚头巴脑的奖章，我会认为这是资本家的小把戏；可如果一个公司多项业务是国内甚至国际领先水平，薪资待遇和加班补贴都是业内顶尖水准，老板还是当过十年工程兵的出身，那我认为这些勋章是真正的精神嘉奖，是对那些加班加点攻坚克难完成项目、事后深藏功与名的工程师的肯定和纪念。,232,2,品牌竞争对比,0.5618488788604736,中性,bilibili
284863689056,华为海澜之家互不侵犯条约,39,1,品牌情感支持,0.9113143682479858,正面,bilibili
284831130896,幽默，80不如70，80感觉甩了70三条街。,27,3,技术问题讨论,0.7175252437591553,正面,bilibili
284909671520,"关于emoji那点，up主说的有点问题。

2023年鸿蒙4之后，华为系统就用自己绘制的emoji表情了。不同系统看到的emoji表情，就是不一样的啊。（微信QQ等调用自己App上emoji表情的情况除外）

比如，同一个“🥰”，在iOS上调用苹果自己的样式，小米手机上调用安卓的样式，华为调用的也是自己的样式。[笑哭]",108,3,技术问题讨论,0.7070707678794861,正面,bilibili
282904510129,什么时候华为进军服装产业，我要看海澜之家和华为的苏德战争啊[doge][doge],207,1,品牌情感支持,0.4900352358818054,中性,bilibili
282961381985,王者才3w吗[笑哭]，什么画质,30,0,产品功能体验,0.0547409132122993,负面,bilibili
��为完成这些目标那些人也会说他卖的贵，如果卖的便宜他又说，啊，垄断一枝独秀，不是春。,"主力机Find X8ultra 星野黑
备用机Magic8pro 雪域白
“视频机型，全为自用！没做二手！”
希望我的内容能让你找到答案。",0,1,品牌情感支持,0.72263103723526,正面,bilibili
284931695648,我觉得吧，咱做人做事还是要现实靠谱一点，没必要咬牙硬上红米K90，买一部MATE80其实也可以的。[脸红][脸红][脸红],128,2,品牌竞争对比,0.5346875786781311,中性,bilibili
282914970561,还有几人在坚持。[呲牙][呲牙][呲牙],8,1,品牌情感支持,0.9106003642082214,正面,bilibili
284959073168,其实华为明日之星勋章的都很漂亮哈哈，特别是今年的，我想不通为啥要卖，我都专门放在客厅的玻璃柜子,7,2,品牌竞争对比,0.7848578691482544,正面,bilibili
284968746560,小米17pm顶配6999 和512的80pm就差1000块 要我肯定选80pm,2,0,产品功能体验,0.2609892189502716,负面,bilibili
283003742321,40是神，60是神中神。毕竟雷蒙多代言，全球独一份[doge],0,2,品牌竞争对比,0.9872156381607056,正面,bilibili
282904601057,我勒个海军大都督啊，这东西是能买得到的？,147,1,品牌情感支持,0.7767655253410339,正面,bilibili
284949514688,我爹还在用20，准备今年给他换个80[笑哭],0,3,技术问题讨论,0.9572244882583618,正面,bilibili
283012643041,软件适配自己去实体店对着自己现在手机软件下载用用看，找不同，满足需求可以买，不要听他瞎吹，误人，软件适配非常影响使用心情的，做直播的平台投递作品的不要用了，b站没有创作中心其他直播平台没带货、钱包什么的,1,3,技术问题讨论,0.0347090400755405,负面,bilibili
282952056417,开服牢玩家来了，见证了从阿里郎到好用的过程[doge_金箍],38,1,品牌情感支持,0.6479666829109192,中性,bilibili
283011051089,"荣耀3C
荣耀7
mate10
mate40
mate70
[打call]",0,0,产品功能体验,0.8609957098960876,正面,bilibili
282996819809,"无所谓，x6开美颜卡的跟狗一样，而8gen3丝滑
我是不信任何说华为芯片的视频",11,0,产品功能体验,0.0478158742189407,负面,bilibili
282992106289,"别忘了京東搜〖国补津贴336〗
🀄了660多国补卷，买东西更优惠[蹲蹲]",0,3,技术问题讨论,0.9883670210838318,正面,bilibili
282969604721,得感谢mate60 70这批老用户逆行者。,103,3,技术问题讨论,0.8900430798530579,正面,bilibili
284908832816,"借贵宝地宣传一下我们的三个鸿蒙APP【得意】。

远离手机：戒手机神器，定时锁住手机，仅能使用白名单软件。

青蛙Todo：全平台待办清单软件，吃青蛙工作法，解决任务堆积。

衣色：电子衣橱+智能AI搭配助手。

欢迎大家下载体验[爱心]",177,1,品牌情感支持,0.5705420970916748,中性,bilibili
282994899281,一帮人认为豆包那AI手机是独创的，这玩意各大手机厂商搞过几次尝试了，但是都受限于各软件能提供的权限,59,1,品牌情感支持,0.8582477569580078,正面,bilibili
284941600032,鸿蒙开发者前来报到，我们用表情包制作了一款休闲益智单机游戏【EmoRPG】已经上华为商店了，助力鸿蒙生态搭建，欢迎试玩体验，感谢UP主[保佑],51,3,技术问题讨论,0.9491741061210632,正面,bilibili
283004676529,"我的29号就到了，但是今天才有人帮我带到印尼。
这边网速太差太差，严重影响使用体验",8,3,技术问题讨论,0.0885495692491531,负面,bilibili
284944825296,这才是测评，之前看的那些都没说所谓的无网通讯怎么使用,7,1,品牌情感支持,0.1965518742799759,负面,bilibili
284942939184,"我终于知道这次改名PM的真正意义了，根本不是学苹果更不是什么变大变强才改的。
你可以简单的可以理解为PM就是上一代RS的超前功能下放！今年的RS就是明年的PM",20,3,技术问题讨论,0.2369017750024795,负面,bilibili
282995954081,原价拿的mate80promax，送了我一个无绳跳绳+体脂秤[呲牙],47,1,品牌情感支持,0.1634075343608856,负面,bilibili
284957726016,"第一，我不换
第二，我不换
第三，我就是不换[大笑]
不升系统，没有负优化，到现在6年都没虚焊[热词系列_知识增加]
看你拿我怎么样[热词系列_我故意的]",5,3,技术问题讨论,0.0152950976043939,负面,bilibili
282430521329,"大佬们帮忙选一下！双12准备换华为，看花眼了😵‍💫  
预算卡在4000-5500  
主要用途：  
- 日常刷B站抖音，微信双开挂后台  
- 偶尔打王者，不玩原神那种大型游戏  
- 周末拍照拍视频（想要人像模式好点的）  
- 工作需要经常扫码和移动办公  
希望续航能撑一天，电池别太小  
准备用三年不换，所以内存想要12+512的  
比较在意系统流畅度，鸿蒙别卡顿  
另外想要直屏，曲面屏贴膜太麻烦了😭",6,0,产品功能体验,0.7221434712409973,正面,bilibili
284065512048,"大佬们帮我挑挑手机！预算4k-5k
主要用来看B站和刷抖音，偶尔打打王者荣耀和原神
想要12+256的配置，电池最好能撑一天，打算用三年不卡
系统希望稳定些，别老出bug，另外最好是直屏（曲面屏贴膜太麻烦了）",4,0,产品功能体验,0.9652503728866576,正面,bilibili
282357392385,补充一下细节：   ①一定要领取了国补再下单，直接立减20%！ ②京东搜【国补低价766】领取无门槛优惠,1,3,技术问题讨论,0.8525243997573853,正面,bilibili
282378183137,弄错了啊  mate70pro 哪来的9030,1,0,产品功能体验,0.1264074891805648,负面,bilibili
282827823041,"兄弟们求推荐个华为手机，预算4k-5k
平时主要玩王者荣耀和吃鸡，偶尔刷刷抖音和B站，对护眼比较在意（重度用机党）
想要个512G大存储，电池耐用点，至少能用个三年不卡
系统一定要流畅稳定，售后方便些，颜色想要白色或者浅色系的
现在在nova14和Pura80之间纠结，求大佬们指点！",0,0,产品功能体验,0.7503981590270996,正面,bilibili
284560891904,"兄弟们，双12想换台华为，帮忙看看选哪款合适
预算控制在4000-5000左右
平时主要玩王者荣耀和星穹铁道，偶尔拍点生活视频发抖音
最看重护眼屏和续航，经常熬夜打游戏眼睛受不了
打算用满3年不卡，希望能上12+512的配置
鸿蒙系统要流畅稳定，最好别老出小毛病
（线下店多方便维修也很重要）",0,0,产品功能体验,0.9219459295272828,正面,bilibili
284275381408,nova14u竟然用上了麒麟9100，可以可以。[吃瓜],0,3,技术问题讨论,0.9896397590637208,正面,bilibili
282313273745,预算不高直接nova14u就行，小pura80pro，小mate70pro[doge],0,0,产品功能体验,0.6957024931907654,中性,bilibili
284340872816,请问下3000买mate60pro+能考虑吗？对手机追求不太高，能多用几年就行。又华为全家桶，就缺华为手机，所以想买华为。,0,1,品牌情感支持,0.6295197606086731,中性,bilibili
284024181600,拍照挺不错的，系统比你想的要开放，不用担心系统太封闭不能装神秘软件[doge],4,1,品牌情感支持,0.9883520007133484,正面,bilibili
275466706624,我第一次，看到买手机，一直说的关键词是“14”，而不是优先说品牌是[笑哭],3126,0,产品功能体验,0.1276918947696685,负面,bilibili
274108001505,这就是华为的目标用户啊。他们需要的是最便宜的手机，能亮屏，有华为的logo就行了,4265,1,品牌情感支持,0.7141942381858826,正面,bilibili
274093775329,我爸前段时间钓鱼把他的mate40pro掉河里主板烧了，我拿到武汉到处找修手机的修了一个周修好了[灵魂出窍]，跟我说坏了让我给他买mate80pro[酸了],972,0,产品功能体验,0.1288961172103881,负面,bilibili
275673005280,听不懂参数不是这个年龄段的人的错 我觉得最可悲的是他们没有概念总是担心自己被别人骗 但是到最后却还是被自己最信任的品牌辜负,2210,1,品牌情感支持,0.0590139962732791,负面,bilibili
275496697312,我朋友用了华为，游戏都戒了[吃瓜],3729,0,产品功能体验,0.3789406418800354,负面,bilibili
274147080753,给中年人买华为就对了，我爸用我用过的手机，荣耀9x赞不绝口，换成k40说没荣耀电池耐用。华为简直和中医一样，他就是无法解释的有效。,1420,0,产品功能体验,0.5768236517906189,中性,bilibili
275522420112,我还以为是啥呢，看完感觉就俩字：就这？来三甲医院吧，你这种情况我们是每小时都能遇见，还能遇见各种比这厉害的大聪明。比如一面来住院，一面照着dy自己开方子配中药的。还见过糖尿病吃完了晚饭在测餐后血糖之前自己饿了，偷着炫一罐八宝粥还觉得没事不告诉我们的。,808,1,品牌情感支持,0.7453909516334534,正面,bilibili
275499418592,"他本来想让你便宜200,结果你上来就说要赚他200,你赚的正好是他想让你便宜的价格,这下心里就不乐意了",743,3,技术问题讨论,0.1046480014920234,负面,bilibili
275472101392,相比起来，华子更像卖标的,1255,3,技术问题讨论,0.618253231048584,中性,bilibili
275471462944,华为有这些老登粉丝真的是爽，余大嘴曾经说过，华为最赚钱的就是低端机，高端机要摊研发成本，反而不赚钱,1819,3,技术问题讨论,0.7020092606544495,正面,bilibili
283601516800,国家支持 网友嘲讽,459,1,品牌情感支持,0.5515317320823669,中性,bilibili
281696248785,评论区有人提小米 不管是正向的 还是反向的 只要把小米和华为关键起来 小米就赢了,162,0,产品功能体验,0.7729126214981079,正面,bilibili
281684845185,官方一直在鼓励、赞扬这种不断自研、突破的行为，眼睛没长屁股里的人也都清楚的知道他们面对的困难很大，但就是一直有一波人，不论华取得的进步大还是小，他们总能在一些角度挑刺、攻击，不知道有什么心思，不喜欢看就远离不就好了？不知道什么成分，,95,0,产品功能体验,0.7720655202865601,正面,bilibili
281749680321,并不是华为在搞爱国营销，而是爱国的人在支持华为，华为代表的是中国移动端soc的最强设计能力与制造能力,232,0,产品功能体验,0.7770780920982361,正面,bilibili
281647409361,华为只是一个中美科技争夺话语权的其中一个公司，虽然有国家支持，但是他也是真的很争气了,442,1,品牌情感支持,0.9368913769721984,正面,bilibili
281736413713,讨厌华为，因为前女友进了华为，,15,1,品牌情感支持,0.3093971312046051,负面,bilibili
281721210801,评论区的纯度我甚至在思考到底是不是串,41,1,品牌情感支持,0.3257342576980591,负面,bilibili
283019792289,鼎桥40promax nova11se双持，真的好用流畅不卡顿，支持华为[支持][支持][支持],3,1,品牌情感支持,0.9937127232551576,正面,bilibili
282202902449,"你们就好好嘲笑吧，最终你还不得不佩服生你养你的这个国家，这就是回旋镖。
本人是个快要奔40了的人了，当年不懂事的时候也是个美吹，对欧美心向往之、趋之若鹜，对国内就是各种看不上。当年以为国家发展永远就是跟在别人屁股后面，那些高科技永远高高在上，所有的事只可能存在在幻想当中。但事实证明自己眼界是多么狭窄，我们的国家，它虽然还不优秀，好多科目还只是及格，但未来可期。
大殖子说这也不行，那也不行，你以为他们是关心你吗？是警示你不要骄傲吗？不是！！全是嘲讽，恨不得国家被美日赶紧占领，他们赶紧去做翻译官，哪怕挨两拳，那也是“文明之拳”",11,1,品牌情感支持,0.5226616859436035,中性,bilibili
273735442240,我畅享不配上榜嘛？[doge],28,0,产品功能体验,0.2914674580097198,负面,bilibili
273842144080,nova6 唯一真神,31,3,技术问题讨论,0.9704164862632751,正面,bilibili
272803722497,我朋友2500买的华为nova12活力版，现在直接卡成ppt[doge],16,0,产品功能体验,0.0621927045285701,负面,bilibili
272444821633,pddnova14ultra512衹要3000不到[笑哭],11,0,产品功能体验,0.279903382062912,负面,bilibili
274156462896,之前觉得华为好自从上了小米红米和新荣耀，价格天差地别，可以用华为的一半的价格购买到很好的处理器[笑哭],17,0,产品功能体验,0.9886792302131652,正面,bilibili
284785305072,小米就算了，用一台后就成米黑了,60,3,技术问题讨论,0.0672448650002479,负面,bilibili
273817812704,30-40那么大瀑布屏，摔一下心疼死，瀑布屏还死贵，50连个麒麟都没有，60又宽又烫，老用户直接开骂，不骂不进步，恨铁不成钢[doge][doge][doge],4,1,品牌情感支持,0.0215591229498386,负面,bilibili
284797507680,鴻蒙系統的軟件成熟度現在差不多就在當初iPhone3G是iPhone4那個關口。冷嘲熱諷的不是蠢就是壞。,39,2,品牌竞争对比,0.9452037811279296,正面,bilibili
272439559297,还分啥红黑榜，统统不推荐,9,0,产品功能体验,0.1030078753829002,负面,bilibili
284829123216,你妈要用手机办公嘛？鸿蒙6.0现在不就是老年人用非常舒服的系统？安卓那狗屎一样广告和乱下app老年人一用一个不吱声[滑稽]顺便说下鸿蒙6的骚扰电话拦截也非常牛我现在都清静多了。app对于重度特殊需求用户是不够用，一般人是没问题了。,11,1,品牌情感支持,0.0915046334266662,负面,bilibili
277610474145,mate20的巅峰还能再回来吗？多年前入手的第一台华为旗舰机，后面用了40p，现在60p，都没20那个感觉了,3,2,品牌竞争对比,0.5008966326713562,中性,bilibili
284900727136,你以为你妈的话是很可笑，但这就是风评和口碑，人民群众有自己理解，不需要那些自以为专业的人指指点点,23,1,品牌情感支持,0.1883729249238968,负面,bilibili
272430333777,p60要是好好调，应该是性能最强，配置最好的标准款[笑哭],4,3,技术问题讨论,0.98145192861557,正面,bilibili
284787615472,从小米出来那年开始，我周边用小米的有一个算一个，全都反馈质量差，售后更差，这么多年了依然如此，我考虑蓝绿厂，哪怕是魅族都不考虑粗粮[doge],12,1,品牌情感支持,0.0279202386736869,负面,bilibili
284813578608,片头看的有点不适 你说6的这些问题 有些甚至对你妈来说还是优点 感觉并不是很会站在中老年用户的视角思考使用的问题 。。,5,1,品牌情感支持,0.8151494264602661,正面,bilibili
282864123985,鸿蒙好不好用咱不知道[doge_金箍]，但澎湃肯定不好用，K80至尊用户连滚带爬跑路,17,1,品牌情感支持,0.3636083006858825,负面,bilibili
282963963249,你妈只是不会表达，因为这是她的知识盲区，但不代表她感觉不到区别。她可能不知道什么叫可靠性稳定性，所以她支支吾吾半天就蹦出来一个信号。你让她说出什么断流就有点过于为难人了。年纪大的人，手机更多的就是个工具属性，而在这方面华子就是没毛病，因为它从头到脚的设计原则就是通讯工具，而小米和苹果则有玩具/奢侈品的成分,3,1,品牌情感支持,0.670711100101471,中性,bilibili
284768294816,一句话，系统售后比小米省心秒了,41,1,品牌情感支持,0.9620612859725952,正面,bilibili
282934393345,开头味就太大了。说白了，你让一个不关注的人去讲出这个领域的细节本身就是很扯淡的。举个例子，某个军工人就让UP讲出来采用超燃冲压发动机和火箭发动机的超高音速武器到底哪个好，并且好在哪，你UP能讲出个123吗？大姨说出来华为比小米强就已经呼肿你的脸了。让大姨用，人家真觉得华为比小米强，至少我爸妈用鸿蒙6用的是真舒服，比小米强多了。,1,3,技术问题讨论,0.1891167908906936,负面,bilibili
114017491344,"补充一个冷知识吧[笑哭]
华为960以后的机型（960以前的没测）都是兼容18w的pd协议，而且是pd2.0
也就是说只要是一个做工正常的pd充电头都能给华为激活18w的pd快充。所以那些使用新版22.5w私有协议的华为手机，预算不够的话，选择20出头的18w pd充电器也是很不错的选择。",525,1,品牌情感支持,0.9889225959777832,正面,bilibili
113936748656,百亿补贴 绿联c口40w  75拿下。。。史低价是69,322,3,技术问题讨论,0.8518566489219666,正面,bilibili
113977881760,怪不得我用之前买的华为90w氮化镓充电器给我的mate30手机充电时，显示没问题，就是感觉比我的原装40w A to C要来的慢，原来90w氮化镓充电功率就只有20几w，今天算是豁然开朗了。up就是专业，我反手就是一个赞。那么问题来了，转接头有什么好的推荐吗，还是pdd上随便买一个就行？,135,0,产品功能体验,0.9652350544929504,正面,bilibili
113946428400,up主视频做的很棒，对我们这些华为用户意义很大！恳请up能不能做一期关于这些充电器的发热情况，现在夏天到了，充电发热情况对手机的运行和电池寿命影响还挺大的，我的mate40pro原装66w感觉充电的发热很厉害，搞得我现在都还用之前的18w，虽然不发热了，但是充电速度确实慢了些，我想看看40w的充电器发热情况怎么样？[星星眼],49,0,产品功能体验,0.9884517192840576,正面,bilibili
